1730921893.1726284 [INFO] [launch]: All log files can be found below /home/ros2_ws/.ros/log/2024-11-06-16-38-13-171854-thallys-179
1730921893.1727650 [INFO] [launch]: Default logging verbosity is set to INFO
1730921893.7855060 [INFO] [robot_state_publisher-1]: process started with pid [181]
1730921893.7857153 [INFO] [ruby $(which ign) gazebo-2]: process started with pid [183]
1730921893.7858605 [INFO] [create-3]: process started with pid [185]
1730921893.7859774 [INFO] [parameter_bridge-4]: process started with pid [188]
1730921893.9119394 [parameter_bridge-4] [INFO] [1730921893.911566361] [ros_gz_bridge]: Creating GZ->ROS Bridge: [/clock (gz.msg.Clock]) -> /clock (rosgraph_msgs/msg/Clock)] (Lazy 0)
1730921893.9138300 [parameter_bridge-4] [WARN] [1730921893.913611209] [ros_gz_bridge]: Failed to create a bridge for topic [/clock] with ROS2 type [rosgraph_msgs/msg/Clock] to topic [/clock] with Gazebo Transport type [gz.msg.Clock]]
1730921894.6394081 [INFO] [create-3]: process has finished cleanly [pid 185]
1730922446.1770236 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922447.1725888 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922447.1815872 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922448.1726613 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922448.1772447 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922449.1728108 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922449.1778457 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922450.1732605 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922450.1788175 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922451.1731970 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922451.1800852 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922452.1730986 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922452.1797807 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922453.1730347 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922453.1835389 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922454.1732023 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922454.1798043 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922455.1730819 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922455.1800711 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922456.1732426 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922456.1823103 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922457.1753435 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922457.1842637 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922458.1794617 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922458.1873877 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922459.1763363 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922459.1876144 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922460.1763282 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922460.1875267 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922461.1763568 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922461.1892715 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922462.1780050 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922462.1877105 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922463.1777182 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922463.1925445 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922464.1777742 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922464.1903243 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922465.1779778 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922465.1903372 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922466.1778154 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922466.1903989 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922467.1795604 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922467.1952684 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922468.1792696 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922468.1914439 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922469.1794274 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922469.1914635 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922470.1806321 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922470.1916459 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922471.1824117 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922471.1921062 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922472.1806583 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922472.1920202 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922473.1837304 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922473.1917491 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922474.1831675 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922474.1922054 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922475.1832931 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922475.1917851 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922476.1835463 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922476.1920531 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922477.1836944 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922477.1919913 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922478.1835654 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922478.1920886 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922479.1834443 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922479.1919878 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922480.1844957 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922480.1923804 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922481.1846809 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922481.1922002 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922482.1876128 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922482.1928160 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922483.1874731 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922483.1929264 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922484.1874373 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922484.1932173 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922485.1913214 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922485.1930690 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922486.1913698 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922486.1934814 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922487.1925464 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922487.1945879 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922488.1917908 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922488.1943583 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922489.1946356 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922489.1986673 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922490.1944919 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922490.1973064 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922491.1947753 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922491.1976051 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922492.1946185 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922492.1975298 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922493.1952941 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922493.1979280 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922494.1955688 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922494.1999240 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922495.1953189 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922495.1980848 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922496.1957164 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922496.1993234 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922497.1972795 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922497.1980553 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922498.1971684 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922498.1981792 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922499.1988685 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922499.1996965 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922500.1968431 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922500.1980660 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922501.1969326 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922501.1982338 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922502.1971290 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922502.1982858 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922503.1973615 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922503.1983111 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922504.1973126 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922504.1983809 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922505.1974566 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922505.1987877 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922506.2012715 [parameter_bridge-4] Exception sending a multicast message:Exception sending a multicast message:Network is unreachable
1730922506.2017148 [parameter_bridge-4] Network is unreachable
1730922507.1998777 [parameter_bridge-4] Exception sending a multicast message:Exception sending a multicast message:Network is unreachableNetwork is unreachable
1730922507.2002292 [parameter_bridge-4] 
1730922508.2006063 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922508.2012098 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922509.2007823 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922509.2011540 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922510.2006669 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922510.2010312 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922511.2012439 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922511.2031403 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922512.2009232 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922512.2014554 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922513.2006397 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922513.2012441 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922514.2011213 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922514.2014279 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922515.2010899 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922515.2014468 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922516.2009096 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922516.2012587 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922517.2009113 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922517.2011020 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922518.2024572 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922518.2033989 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922519.2022095 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922519.2030909 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922520.2074459 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922520.2081497 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922521.2056336 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922521.2078187 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922522.2102733 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922522.2119348 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922523.2073307 [parameter_bridge-4] Exception sending a multicast message:Exception sending a multicast message:Network is unreachable
1730922523.2075810 [parameter_bridge-4] Network is unreachable
1730922524.2074215 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922524.2075944 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922525.2084589 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922525.2089870 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922526.2077246 [parameter_bridge-4] Exception sending a multicast message:Exception sending a multicast message:Network is unreachable
1730922526.2080085 [parameter_bridge-4] Network is unreachable
1730922527.2078540 [parameter_bridge-4] Exception sending a multicast message:Exception sending a multicast message:Network is unreachable
1730922527.2081797 [parameter_bridge-4] Network is unreachable
1730922528.2078722 [parameter_bridge-4] Exception sending a multicast message:Network is unreachableException sending a multicast message:
1730922528.2081666 [parameter_bridge-4] Network is unreachable
1730922529.2085712 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922529.2089162 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922530.2084942 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922530.2086704 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922531.2087226 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922531.2089791 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922532.2088866 [parameter_bridge-4] Exception sending a multicast message:Exception sending a multicast message:Network is unreachable
1730922532.2092388 [parameter_bridge-4] Network is unreachable
1730922533.2087860 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922533.2093327 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922534.2086873 [parameter_bridge-4] Exception sending a multicast message:Exception sending a multicast message:Network is unreachable
1730922534.2088838 [parameter_bridge-4] Network is unreachable
1730922535.2125442 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922535.2130809 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922536.2112110 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922536.2123735 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922537.2089705 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922537.2124219 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922538.2104371 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922538.2126210 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922539.2124298 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922539.2131920 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922540.2113805 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922540.2125940 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922541.2095428 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922541.2128441 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922542.2108099 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922542.2125592 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922543.2123699 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922543.2134669 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922544.2108908 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922544.2142677 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922545.2106152 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922545.2141485 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922546.2107978 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922546.2142701 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922547.2144392 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922547.2158151 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922548.2132902 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922548.2143531 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922549.2145863 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922549.2148430 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922550.2134228 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922550.2145011 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922551.2168989 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922551.2174277 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922552.2144797 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922552.2150450 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922553.2146564 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922553.2152667 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922554.2148843 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922554.2159793 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922555.2152336 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922555.2162154 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922556.2170539 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922556.2176278 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922557.2172918 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922557.2188170 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922558.2213640 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922558.2218080 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922559.2196503 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922559.2253630 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922560.2196181 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922560.2277899 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922561.2195661 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922561.2275891 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922562.2213278 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922562.2276621 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922563.2195780 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922563.2333236 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922564.2199585 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922564.2303655 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922565.2198992 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922565.2306323 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1730922566.2199790 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
