1729883451.6663582 [INFO] [launch]: All log files can be found below /home/ros2_ws/.ros/log/2024-10-25-16-10-51-665151-thallys-327
1729883451.6666214 [INFO] [launch]: Default logging verbosity is set to INFO
1729883452.2243330 [INFO] [robot_state_publisher-1]: process started with pid [329]
1729883452.2246571 [INFO] [ruby $(which ign) gazebo-2]: process started with pid [331]
1729883452.2247958 [INFO] [create-3]: process started with pid [333]
1729883452.2249141 [INFO] [parameter_bridge-4]: process started with pid [336]
1729883452.3295729 [parameter_bridge-4] [INFO] [1729883452.329169077] [ros_gz_bridge]: Creating GZ->ROS Bridge: [/clock (gz.msg.Clock]) -> /clock (rosgraph_msgs/msg/Clock)] (Lazy 0)
1729883452.3300107 [parameter_bridge-4] [WARN] [1729883452.329406785] [ros_gz_bridge]: Failed to create a bridge for topic [/clock] with ROS2 type [rosgraph_msgs/msg/Clock] to topic [/clock] with Gazebo Transport type [gz.msg.Clock]]
1729883453.0734069 [INFO] [create-3]: process has finished cleanly [pid 333]
1729883874.5368330 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883874.5477395 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883875.5430036 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883875.5454838 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883876.5390301 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883876.5456674 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883877.5396745 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883877.5456350 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883878.5392544 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883878.5460627 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883879.5392058 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883879.5470273 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883880.5410819 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883880.5478094 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883881.5405195 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883881.5488629 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883882.5415463 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883882.5492511 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883883.5409410 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883883.5491698 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883884.5410144 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883884.5495617 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883885.5410588 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883885.5493760 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883886.5456283 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883886.5495934 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883887.5443907 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883887.5497823 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883888.5448556 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883888.5520959 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883889.5449386 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883889.5519958 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883890.5448647 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883890.5567300 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883891.5447648 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883891.5540550 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883892.5460191 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883892.5542412 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883893.5453382 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883893.5554123 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883894.5451601 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883894.5552542 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883895.5453944 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883895.5552130 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883896.5456562 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883896.5552220 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883897.5462072 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883897.5599508 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883898.5459423 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883898.5562739 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883899.5463428 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883899.5564203 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883900.5463495 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883900.5564101 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883901.5464864 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883901.5567691 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883902.5462008 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883902.5566218 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883903.5466552 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883903.5571139 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883904.5488691 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883904.5586016 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883905.5463989 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883905.5572994 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883906.5490544 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883906.5579159 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883907.5469494 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883907.5580454 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883908.5469272 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883908.5579159 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883909.5469770 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883909.5597618 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883910.5469961 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883910.5596681 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883911.5512712 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883911.5596232 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883912.5493717 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883912.5597639 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883913.5524917 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883913.5601087 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883914.5524080 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883914.5597539 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883915.5521996 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883915.5598881 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883916.5523236 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883916.5680592 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883917.5527985 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883917.5643384 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883918.5527568 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883918.5654650 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883919.5549676 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883919.5643580 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883920.5526328 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883920.5648775 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883921.5528195 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883921.5710080 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883922.5528417 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883922.5645676 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883923.5528879 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883923.5646107 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883924.5549233 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883924.5648072 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883925.5528812 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883925.5648596 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883926.5551748 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883926.5649836 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883927.5550773 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883927.5651469 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883928.5554013 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883928.5651836 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883929.5551453 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883929.5656033 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883930.5552537 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883930.5656309 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883931.5569863 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883931.5652857 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883932.5569315 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883932.5655220 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883933.5569060 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883933.5655386 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883934.5569968 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883934.5654545 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883935.5592277 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883935.5677893 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883936.5574815 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883936.5661330 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883937.5574555 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883937.5668075 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883938.5620222 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883938.5687411 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883939.5610931 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883939.5685120 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883940.5680327 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883940.5725565 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883941.5651832 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883941.5698454 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883942.5655744 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883942.5703540 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883943.5660326 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883943.5708525 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883944.5658014 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883944.5701547 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883945.5663095 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883945.5708535 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883946.5707796 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883946.5711164 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883947.5670538 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883947.5705953 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883948.5679636 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883948.5747137 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883949.5675113 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883949.5722964 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883950.5744679 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883950.5749393 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883951.5711119 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883951.5737114 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883952.5710053 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883952.5729308 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883953.5740583 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883953.5747473 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883954.5722227 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883954.5736706 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883955.5722716 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883955.5736730 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883956.5748100 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883956.5753236 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883957.5727293 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883957.5758927 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883958.5725307 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883958.5765352 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883959.5732615 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883959.5769114 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883960.5730281 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883960.5767729 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883961.5728409 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883961.5764151 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883962.5743473 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883962.5768886 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883963.5840423 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883963.5846062 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883964.5736196 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883964.5788274 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883965.5749865 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883965.5797622 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883966.5748262 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883966.5788977 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883967.5748110 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883967.5790176 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883968.5751410 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883968.5793774 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883969.5769644 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883969.5796196 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883970.5770049 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883970.5872815 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883971.5779715 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883971.5824540 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883972.5753098 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883972.5858145 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883973.5780382 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883973.5867512 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883974.5754249 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883974.5821226 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883975.5759742 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883975.5827456 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883976.5799706 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883976.5823205 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883977.5795460 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883977.5823071 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883978.5795255 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883978.5830550 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883979.5796840 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883979.5822935 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883980.5800149 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883980.5847235 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883981.5799496 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883981.5843670 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883982.5802178 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883982.5894244 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883983.5818243 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883983.5869184 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883984.5801146 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883984.5869586 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883985.5804904 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883985.5868921 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883986.5851111 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883986.5872383 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883987.5819402 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883987.5870280 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883988.5819032 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883988.5870059 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883989.5821161 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883989.5877953 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883990.5824165 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883990.5884113 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883991.5822823 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883991.5882916 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883992.5822434 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883992.5898378 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883993.5879948 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883993.5898056 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883994.5861723 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883994.5898693 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883995.5860727 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883995.5898991 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883996.5910053 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883996.5927811 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883997.5884829 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883997.5939765 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883998.5895481 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883998.5965872 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883999.5912225 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729883999.5961957 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729884000.5883191 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729884000.5964077 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
1729884001.5883164 [parameter_bridge-4] Exception sending a multicast message:Network is unreachable
